_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LATITUDE,LONGITUDE,geometry
23080,74,487179,BAIS CHOMESH HS FOR GIRLS,,PR,,3600 BATHURST ST,Private,487179,3600,Bathurst St,3600 Bathurst St,M6A 2C9,North York,Toronto,Shaarei Tefillah Congregation,109001,443540,3600,,,,436,310191.286,4843464.531,43.7311243948,-79.4330801994,"{u'type': u'Point', u'coordinates': (-79.4330769431, 43.7311158004)}"
23081,75,559733,BAIS YAAKOV ELEMENTARY SCHOOL,,PR,,15 SARANAC BLVD,Private,559733,15,Saranac Blvd,15 Saranac Blvd,M6A 2G4,North York,Toronto,Bais Yaakov School,102005,444794,15,,,,6657,310289.446,4842388.476,43.721429256,-79.43186944600001,"{u'type': u'Point', u'coordinates': (-79.4318694439, 43.7214292567)}"
23082,76,325461,BAITUL MUKARRAM ACADEMY SCHOOL,,PR,,3334 DANFORTH AVE,Private,325461,3334,Danforth Ave,3334 Danforth Ave,M1L 1C6,Scarborough,Toronto,,104008,112943,3334,,,,86,322684.215,4839332.903,43.6937388093,-79.27814102949999,"{u'type': u'Point', u'coordinates': (-79.2781378251, 43.6937302132)}"
23083,77,9848255,BALA AVENUE COMMUNITY SCHOOL,,EP,Toronto District School Board,6 BALA AVE,English Public,9848255,6,Bala Ave,6 Bala Ave,M6M 2E1,York,Toronto,Bala Avenue School,102001,9848256,6,,,,428,304879.626,4838834.831,43.6894708049,-79.4990155492,"{u'type': u'Point', u'coordinates': (-79.4990122716, 43.6894622238)}"
23084,78,62453,BALANCED EDUCATION NETWORK B.E.N. SCHOOL,,PR,,394 HARVIE AVE,Private,62453,394,Harvie Ave,394 Harvie Ave,M6E 4L8,York,Toronto,,100001,30119749,394,,,,648,308452.868,4838621.758,43.687535307,-79.454689093,"{u'type': u'Point', u'coordinates': (-79.4546890976, 43.6875353135)}"
23085,79,7667200,BALMY BEACH COMMUNITY SCHOOL,,EP,Toronto District School Board,14 PINE AVE,English Public,7667200,14,Pine Ave,14 Pine Ave,M4E 1L6,former Toronto,Toronto,"Balmy Beach Community School, Balmy Beach Community Recreation Centre",106007,14673229,14,,,,4190,321746.828,4837409.1389999995,43.676435913,-79.28982694300001,"{u'type': u'Point', u'coordinates': (-79.2898269415, 43.6764359195)}"
23086,80,486277,BANNOCKBURN MONTESSORI,,PR,,12 BANNOCKBURN AVE,Private,486277,12,Bannockburn Ave,12 Bannockburn Ave,M5M 2M8,North York,Toronto,,102005,443339,12,,,,4880,311076.083,4843788.282,43.73402299600001,-79.42209002,"{u'type': u'Point', u'coordinates': (-79.4220900215, 43.7340229972)}"
23087,81,338836,BANTING AND BEST PUBLIC SCHOOL,,EP,Toronto District School Board,380 GOLDHAWK TRL,English Public,338836,380,Goldhawk Trl,380 Goldhawk Trl,M1V 4E7,Scarborough,Toronto,Banting & Best Public School,102001,103029,380,,,,7999,322508.215,4854124.058999999,43.826871413,-79.279833503,"{u'type': u'Point', u'coordinates': (-79.2798335039, 43.8268714163)}"
23088,82,514037,BAY SCHOOL OF CANADA,,PR,,245 FAIRVIEW MALL DR,Private,514037,245,Fairview Mall Dr,245 Fairview Mall Dr,M2J 4T1,North York,Toronto,,104008,437784,245,,,,5548,317529.25399999996,4848875.2639999995,43.7797376599,-79.34186462,"{u'type': u'Point', u'coordinates': (-79.3418613935, 43.7797290542)}"
23089,83,487550,BAYCREST PUBLIC SCHOOL,,EP,Toronto District School Board,145 BAYCREST AVE,English Public,487550,145,Baycrest Ave,145 Baycrest Ave,M6A 1W4,North York,Toronto,Baycrest Public School,102001,444124,145,,,,4905,309291.407,4842962.82,43.7266143694,-79.4442547605,"{u'type': u'Point', u'coordinates': (-79.4442515074, 43.7266057772)}"
23090,84,11414990,BAYVIEW GLEN PRIVATE SCHOOL,,PR,,85 MOATFIELD DR,Private,11414990,85,Moatfield Dr,85 Moatfield Dr,M3B 3L6,North York,Toronto,,115001,11415001,85,,,,6235,316730.655,4846574.468,43.759041163199996,-79.351836908,"{u'type': u'Point', u'coordinates': (-79.3518336806, 43.7590325568)}"
23091,85,7963754,BAYVIEW MIDDLE SCHOOL,,EP,Toronto District School Board,25 BUNTY LANE,English Public,7963754,25,Bunty Lane,25 Bunty Lane,M2K 1W4,North York,Toronto,Bayview Middle School,102001,7963734,25,,,,5064,314033.656,4848484.351,43.776262225,-79.385294685,"{u'type': u'Point', u'coordinates': (-79.3852946788, 43.7762622265)}"
23092,86,876040,BEACHES ALTERNATIVE JUNIOR SCHOOL,,EP,Toronto District School Board,50 SWANWICK AVE,English Public,876040,50,Swanwick Ave,50 Swanwick Ave,M4E 1Z5,former Toronto,Toronto,Kimberly Public School Junior,102001,14016131,50,,,,4519,320995.20399999997,4838094.298,43.682628562299996,-79.2991310909,"{u'type': u'Point', u'coordinates': (-79.299127884, 43.6826199723)}"
23093,87,7640837,BEACON OF LIGHT PRIVATE ELEMENTARY SCHOOL,,PR,,2191 GERRARD ST E,Private,7640837,2191,Gerrard St E,2191 Gerrard St E,M4E 2C6,former Toronto,Toronto,,100001,7640834,2191,,,,3495,320857.877,4838198.444,43.6835689842,-79.3008312709,"{u'type': u'Point', u'coordinates': (-79.3008280647, 43.6835603974)}"
23094,88,1019694,BEAUMONDE HEIGHTS JUNIOR MIDDLE SCHOOL,,EP,Toronto District School Board,70 MONTERREY DR,English Public,1019694,70,Monterrey Dr,70 Monterrey Dr,M9V 1T1,Etobicoke,Toronto,Beaumonde Heights Public School,102001,906829,70,,,,2134,298778.913,4844741.313999999,43.742603553,-79.574755182,"{u'type': u'Point', u'coordinates': (-79.5747551862, 43.7426035565)}"
23095,89,7792874,BEDFORD PARK PUBLIC SCHOOL,,EP,Toronto District School Board,81 RANLEIGH AVE,English Public,7792874,81,Ranleigh Ave,81 Ranleigh Ave,M4N 1X2,former Toronto,Toronto,Bedford Park Community Centre - Building Grounds,106007,7792835,81,,,,4253,312833.965,4843098.6219999995,43.72779826,-79.400278367,"{u'type': u'Point', u'coordinates': (-79.4002783724, 43.7277982582)}"
23096,90,9085421,"BEHAVIOUR INNOVATIONS, CHILDREN'S COLLEGE",,PR,,618 THE QUEENSWAY,Private,9085421,618,The Queensway,618 The Queensway,M8Y 1K3,Etobicoke,Toronto,,115001,9085417,618,,,,2603,305164.57899999997,4832026.942,43.628190537600005,-79.4954854062,"{u'type': u'Point', u'coordinates': (-79.4954821417, 43.628181961)}"
23097,91,11485082,BEHTUNE MEMORIAL SCHOOL,,PR,,3000 LAWRENCE AVE E,Private,11485082,3000,Lawrence Ave E,3000 Lawrence Ave E,M1P 2V1,Scarborough,Toronto,,115001,11485062,3000,,,,3828,324963.95399999997,4846180.25,43.7553144842,-79.2496034383,"{u'type': u'Point', u'coordinates': (-79.2496002394, 43.7553058764)}"
23098,92,312976,BELLMERE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,470 BRIMORTON DR,English Public,312976,470,Brimorton Dr,470 Brimorton Dr,M1H 2E6,Scarborough,Toronto,Bellmere Junior Public School,102001,108018,470,,,,7437,326121.922,4848035.117,43.7719778947,-79.2351500731,"{u'type': u'Point', u'coordinates': (-79.2351468752, 43.7719692864)}"
23099,93,386802,BEN HEPPNER VOCAL MUSIC ACADEMY,,EP,Toronto District School Board,80 SLAN AVE,English Public,386802,80,Slan Ave,80 Slan Ave,M1G 3B5,Scarborough,Toronto,Heather Heights Junior Public School,102001,107600,80,,,,8966,327737.09,4848394.502,43.7751644912,-79.2150719134,"{u'type': u'Point', u'coordinates': (-79.2150687264, 43.7751558784)}"
23100,94,307066,BENDALE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,61 BENSHIRE DR,English Public,307066,61,Benshire Dr,61 Benshire Dr,M1H 1M4,Scarborough,Toronto,Bendale Junior Public School,102001,108929,61,,,,7343,325341.55600000004,4846988.108,43.7625757291,-79.2448834509,"{u'type': u'Point', u'coordinates': (-79.2448802576, 43.7625671184)}"
23101,95,2945619,BENNINGTON HEIGHTS ELEMENTARY SCHOOL,,EP,Toronto District School Board,76 BENNINGTON HEIGHTS DR,English Public,2945619,76,Bennington Heights Dr,76 Bennington Heights Dr,M4G 1B1,East York,Toronto,Bennington Heights School,102001,2945649,76,,,,30,315377.697,4839345.701,43.693985401000006,-79.368778086,"{u'type': u'Point', u'coordinates': (-79.368778082, 43.6939854007)}"
23102,96,3563886,BERKELEY ACADEMY OF CANADA,,PR,,5734 YONGE ST,Private,3563886,5734,Yonge St,5734 Yonge St,M2M 4E7,North York,Toronto,,104008,3563885,5734,,,,4733,311491.909,4849202.5430000005,43.7827627067,-79.41686385359999,"{u'type': u'Point', u'coordinates': (-79.416860598, 43.7827541057)}"
23103,97,307348,BERNER TRAIL JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,120 BERNER TRL,English Public,307348,120,Berner Trl,120 Berner Trl,M1B 1B3,Scarborough,Toronto,Berner Trail Junior Public School,106007,104808,120,,,,7349,327238.412,4851312.272,43.801434103000005,-79.22114130899999,"{u'type': u'Point', u'coordinates': (-79.2211413059, 43.8014341079)}"
23104,98,17935,BESSBOROUGH DRIVE ELEMENTARY AND MIDDLE SCHOOL,,EP,Toronto District School Board,211 BESSBOROUGH DR,English Public,17935,211,Bessborough Dr,211 Bessborough Dr,M4G 3K2,East York,Toronto,Bessborough Drive Public School,102001,605,211,,,,33,315265.999,4840815.246,43.70722332770001,-79.3701384417,"{u'type': u'Point', u'coordinates': (-79.3701352032, 43.7072147379)}"
23105,99,535998,BETH JACOB PRIVATE HS,,PR,,410 LAWRENCE AVE W,Private,535998,410,Lawrence Ave W,410 Lawrence Ave W,M5M 1C2,North York,Toronto,,102005,444785,410,,,,732,310942.847,4842318.48,43.720794083,-79.423760764,"{u'type': u'Point', u'coordinates': (-79.4237607657, 43.7207940844)}"
23106,100,363593,BETHUNE INTERNATIONAL ACADEMY,,PR,,3838 MIDLAND AVE,Private,363593,3838,Midland Ave,3838 Midland Ave,M1V 5K5,Scarborough,Toronto,,107005,103479,3838,,,,8496,321311.106,4853291.392,43.819412874300006,-79.2947459777,"{u'type': u'Point', u'coordinates': (-79.2947427603, 43.8194042587)}"
23107,101,11485082,BETHUNE MEMORIAL SCHOOL,,PR,,3000 LAWRENCE AVE E,Private,11485082,3000,Lawrence Ave E,3000 Lawrence Ave E,M1P 2V1,Scarborough,Toronto,,115001,11485062,3000,,,,3828,324963.95399999997,4846180.25,43.7553144842,-79.2496034383,"{u'type': u'Point', u'coordinates': (-79.2496002394, 43.7553058764)}"
23108,102,570175,BEVERLEY HEIGHTS MIDDLE SCHOOL,,EP,Toronto District School Board,26 TROUTBROOKE DR,English Public,570175,26,Troutbrooke Dr,26 Troutbrooke Dr,M3M 1S5,North York,Toronto,Beverly Heights Middle School,102001,443483,26,,,,6946,304415.605,4843674.425,43.733033191400004,-79.50477500550001,"{u'type': u'Point', u'coordinates': (-79.5047717197, 43.733024597)}"
23109,103,6350055,BEVERLEY SCHOOL,,EP,Toronto District School Board,64 BALDWIN ST,English Public,6350055,64,Baldwin St,64 Baldwin St,M5T 1L4,former Toronto,Toronto,Beverley Public School,115001,1144586,64,,,,2938,313212.468,4835096.558,43.6557738212,-79.3957083394,"{u'type': u'Point', u'coordinates': (-79.3957051034, 43.6557652369)}"
23110,104,307817,BEVERLY GLEN JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,85 BEVERLY GLEN BLVD,English Public,307817,85,Beverly Glen Blvd,85 Beverly Glen Blvd,M1W 1W4,Scarborough,Toronto,Beverly Glen Junior Public School,102001,14229540,85,,,,7356,319037.55199999997,4850980.73,43.7986617097,-79.3230708612,"{u'type': u'Point', u'coordinates': (-79.3230676299, 43.7986530999)}"
23111,105,14615528,BIALIK HEBREW DAY SCHOOL,,PR,,2760 BATHURST ST,Private,14615528,2760,Bathurst St,2760 Bathurst St,M6B 3A1,North York,Toronto,,102005,8985217,2760,,,,436,310592.348,4841197.472,43.7107150166,-79.4281261382,"{u'type': u'Point', u'coordinates': (-79.4281228877, 43.7107064289)}"
23112,106,343964,BIRCH CLIFF HEIGHTS PUBLIC SCHOOL,,EP,Toronto District School Board,120 HIGHVIEW AVE,English Public,343964,120,Highview Ave,120 Highview Ave,M1N 2J1,Scarborough,Toronto,Birch Cliff Heights Public School,102001,112688,120,,,,9828,324158.502,4840227.021000001,43.701749990799996,-79.2598198285,"{u'type': u'Point', u'coordinates': (-79.2598166248, 43.7017413938)}"
23113,107,351953,BIRCH CLIFF PUBLIC SCHOOL,,EP,Toronto District School Board,1650 KINGSTON RD,English Public,351953,1650,Kingston Rd,1650 Kingston Rd,M1N 1S2,Scarborough,Toronto,Birch Cliff Public School,102001,113039,1650,,,,3786,323697.96,4839142.219,43.691997318,-79.2655718249,"{u'type': u'Point', u'coordinates': (-79.2655686243, 43.6919887242)}"
23114,108,7156751,BIRCHAS SHMUEL PRIVATE SCHOOL,,PR,,465 PATRICIA AVE,Private,7156751,465,Patricia Ave,465 Patricia Ave,M2R 2N1,North York,Toronto,Synagogue,109001,30115595,465,,,,6386,309306.489,4849348.755,43.784086703,-79.44401072699999,"{u'type': u'Point', u'coordinates': (-79.444010726, 43.7840867068)}"
23115,109,325504,BIRCHMOUNT PARK COLLEGIATE INSTITUTE,,EP,Toronto District School Board,3663 DANFORTH AVE,English Public,325504,3663,Danforth Ave,3663 Danforth Ave,M1N 2G2,Scarborough,Toronto,Birchmount Park Collegiate Institute,102002,112815,3663,,,,86,324188.972,4839784.017,43.6977616234,-79.25945772189999,"{u'type': u'Point', u'coordinates': (-79.2594545254, 43.6977530295)}"
23116,110,10142921,BISHOP ALLEN ACADEMY,,ES,Toronto Catholic District School Board,721 ROYAL YORK RD,English Separate,10142921,721,Royal York Rd,721 Royal York Rd,M8Y 2T3,Etobicoke,Toronto,Bishop Allen Academy,102004,10142922,721,,,,2413,304439.75,4832720.83,43.6344364929,-79.5044679526,"{u'type': u'Point', u'coordinates': (-79.5044646881, 43.6344279206)}"
23117,111,30024946,BISHOP MACDONELL CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,20 BRUNEL CRT,English Separate,30024946,20,Brunel Crt,20 Brunel Crt,M5V 0R5,former Toronto,Toronto,,114001,20035049,20,,,,18312,313312.226,4833284.91,43.639456816999996,-79.39449689199999,"{u'type': u'Point', u'coordinates': (-79.3944968858, 43.6394568234)}"
23118,112,9638444,BISHOP MARROCCO THOMAS MERTON CATHOLIC SECONDARY SCHOOL,,ES,Toronto Catholic District School Board,1515 BLOOR ST W,English Separate,9638444,1515,Bloor St W,1515 Bloor St W,M6P 1A3,former Toronto,Toronto,Bishop Marrocco/Thomas Merton Catholic School,102004,9638443,1515,,,,458,308687.203,4835102.688,43.655857831999995,-79.451807711,"{u'type': u'Point', u'coordinates': (-79.4518077137, 43.6558578336)}"
23119,113,834715,BISHOP STRACHAN,,PR,,298 LONSDALE RD,Private,834715,298,Lonsdale Rd,298 Lonsdale Rd,M4V 1X2,former Toronto,Toronto,,102005,1139289,298,,,,3870,312109.69,4838936.91,43.690345103,-79.409324915,"{u'type': u'Point', u'coordinates': (-79.4093249176, 43.6903451077)}"
23120,114,490154,BLACKSMITH PUBLIC SCHOOL,,EP,Toronto District School Board,45 BLACKSMITH CRES,English Public,490154,45,Blacksmith Cres,45 Blacksmith Cres,M3N 1V5,North York,Toronto,Blacksmith Elementary School - Building Grounds,102001,30092674,45,,,,4965,302641.585,4847911.905,43.771163953999995,-79.52681069,"{u'type': u'Point', u'coordinates': (-79.526810687, 43.7711639592)}"
23121,115,774626,BLAKE STREET JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,21 BOULTBEE AVE,English Public,774626,21,Boultbee Ave,21 Boultbee Ave,M4J 1A7,former Toronto,Toronto,Blake Street Public School,102001,1141613,21,,,,3038,317825.102,4836886.033,43.6718149548,-79.3384794702,"{u'type': u'Point', u'coordinates': (-79.3384762501, 43.671806369)}"
23122,116,309574,BLANTYRE PUBLIC SCHOOL,,EP,Toronto District School Board,290 BLANTYRE AVE,English Public,309574,290,Blantyre Ave,290 Blantyre Ave,M1N 2S4,Scarborough,Toronto,Blantyre Public School,102001,113172,290,,,,7377,322225.076,4838372.919,43.6851086748,-79.2838678574,"{u'type': u'Point', u'coordinates': (-79.2838646531, 43.6851000844)}"
23123,117,490361,BLAYDON PUBLIC SCHOOL,,EP,Toronto District School Board,25 BLAYDON AVE,English Public,490361,25,Blaydon Ave,25 Blaydon Ave,M3M 2C9,North York,Toronto,Blaydon Public School,102001,30085278,25,,,,4974,305907.12,4843933.651000001,43.735357223,-79.486256135,"{u'type': u'Point', u'coordinates': (-79.4862561391, 43.7353572228)}"
23124,118,2250071,BLESSED MARGHERITA OF CITTA DI CASTELLO CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,108 SPENVALLEY DR,English Separate,2250071,108,Spenvalley Dr,108 Spenvalley Dr,M3L 1Z5,North York,Toronto,Blessed Margherita Of Citta Di Castello Catholic School,102003,30092921,108,,,,6763,304162.582,4844857.381,43.743672468999996,-79.507914048,"{u'type': u'Point', u'coordinates': (-79.5079140444, 43.7436724725)}"
23125,119,30012333,BLESSED PIER GIORGIO FRASSATI CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,8 SEASONS DR,English Separate,30012333,8,Seasons Dr,8 Seasons Dr,M1X 1X4,Scarborough,Toronto,Blessed Pier Giorgio Frassati Catholic School,102004,30062578,8,,,,16909,326295.11600000004,4854468.931,43.829875203,-79.232737525,"{u'type': u'Point', u'coordinates': (-79.2327375191, 43.8298752035)}"
23126,120,6709986,BLESSED POPE PAUL VI CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,270 LAUGHTON AVE,English Separate,6709986,270,Laughton Ave,270 Laughton Ave,M6N 2X8,former Toronto,Toronto,St Paul VI Catholic School,102003,6709987,270,,,,3823,308203.4,4837119.355,43.674012901000005,-79.45779303,"{u'type': u'Point', u'coordinates': (-79.4577930288, 43.6740129018)}"
23127,121,7763002,BLESSED SACRAMENT CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,24 BEDFORD PARK AVE,English Separate,7763002,24,Bedford Park Ave,24 Bedford Park Ave,M5M 1H9,former Toronto,Toronto,Blessed Sacrament Catholic School,102003,14036649,24,,,,2976,312534.377,4843063.09,43.727490205600006,-79.404000764,"{u'type': u'Point', u'coordinates': (-79.4039975154, 43.7274816104)}"
23128,122,9602629,BLESSED TRINITY CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,3205 BAYVIEW AVE,English Separate,9602629,3205,Bayview Ave,3205 Bayview Ave,M2K 1G3,North York,Toronto,Blessed Trinity Catholic School,115001,9531471,3205,,,,24,313506.332,4849665.194,43.7869061505,-79.3918294528,"{u'type': u'Point', u'coordinates': (-79.3918262, 43.7868975436)}"
23129,123,306063,BLISS CARMAN SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,10 BELLAMY RD S,English Public,306063,10,Bellamy Rd S,10 Bellamy Rd S,M1M 3N8,Scarborough,Toronto,Bliss Carman Senior Public School,102001,14245815,10,,,,7314,326904.807,4843669.274,43.732657563500005,-79.2256050718,"{u'type': u'Point', u'coordinates': (-79.2256018786, 43.732648963)}"
23130,124,6710176,BLOOR COLLEGIATE INSTITUTE,,EP,Toronto District School Board,1141 BLOOR ST W,English Public,6710176,1141,Bloor St W,1141 Bloor St W,M6H 1M9,former Toronto,Toronto,Bloor Collegiate Institute,102002,6710177,1141,,,,458,309897.693,4835479.919,43.659246105,-79.436796896,"{u'type': u'Point', u'coordinates': (-79.4367968964, 43.659246108)}"
23131,125,8432037,BLOORDALE MIDDLE SCHOOL,,EP,Toronto District School Board,10 TOLEDO RD,English Public,8432037,10,Toledo Rd,10 Toledo Rd,M9C 2H3,Etobicoke,Toronto,Bloordale Middle Public School,106007,30009321,10,,,,2640,298995.164,4833247.447,43.6391542176,-79.5719498198,"{u'type': u'Point', u'coordinates': (-79.5719465301, 43.6391456489)}"
23132,126,8731366,BLOORLEA MIDDLE SCHOOL,,EP,Toronto District School Board,4050 BLOOR ST W,English Public,8731366,4050,Bloor St W,4050 Bloor St W,M9B 1M5,Etobicoke,Toronto,Bloorlea Middle Public School,102001,8731343,4050,,,,458,300307.843,4833080.606000001,43.637652928,-79.555675491,"{u'type': u'Point', u'coordinates': (-79.5556754936, 43.637652932)}"
23133,127,30054504,BLUE GENE EDUCATION,,PR,,11A GLEN WATFORD DR,Private,30054504,11A,Glen Watford Dr,11A Glen Watford Dr,M1S 2B8,Scarborough,Toronto,,115001,7009470,11,A,,,7984,322859.132,4849659.596,43.786678096,-79.275621048,"{u'type': u'Point', u'coordinates': (-79.2756210517, 43.7866780964)}"
23134,128,13494887,BLYTH ACADEMY SCHOOL - DOWNSVIEW PARK,,PR,,75 CARL HALL RD,Private,13494887,75,Carl Hall Rd,75 Carl Hall Rd,M3K 2B9,North York,Toronto,,110001,30110452,75,,,,11506,306805.589,4845295.513,43.74761375,-79.475097405,"{u'type': u'Point', u'coordinates': (-79.4750974059, 43.7476137521)}"
23135,129,8265336,BLYTH ACADEMY SCHOOL - ETOBICOKE,,PR,,2489 BLOOR ST W,Private,8265336,2489,Bloor St W,2489 Bloor St W,M6S 1R6,former Toronto,Toronto,,115001,8265335,2489,,,,458,305885.526,4834187.785,43.6476404066,-79.4865470993,"{u'type': u'Point', u'coordinates': (-79.4865438362, 43.6476318295)}"
23136,130,8566068,BLYTH ACADEMY SCHOOL - LAWRENCE,,PR,,2660 YONGE ST,Private,8566068,2660,Yonge St,2660 Yonge St,M4P 2J5,former Toronto,Toronto,,115001,8566053,2660,,,,4733,312810.257,4841789.308999999,43.716021675,-79.40059538130001,"{u'type': u'Point', u'coordinates': (-79.4005921361, 43.716013081)}"
23137,131,13502901,BLYTH ACADEMY SCHOOL - YORKVILLE,,PR,,85 ST NICHOLAS ST,Private,13502901,85,St Nicholas St,85 St Nicholas St,M4Y 1W8,former Toronto,Toronto,,115001,7754192,85,,,,4468,313935.608,4836487.222,43.668283107600004,-79.3867195804,"{u'type': u'Point', u'coordinates': (-79.3867163432, 43.6682745249)}"
23138,132,7754014,BLYTHWOOD JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,2 STRATHGOWAN CRES,English Public,7754014,2,Strathgowan Cres,2 Strathgowan Cres,M4N 2Z5,former Toronto,Toronto,Blythwood Junior Public School,102001,7754013,2,,,,4499,313703.018,4842225.759,43.7199400886,-79.38950895100001,"{u'type': u'Point', u'coordinates': (-79.3895057084, 43.7199314989)}"
23139,133,20138696,BNEI AKIVA SCHOOL - ULPANAT OROT FOR GIRLS,,PR,,45 CANYON AVE,Private,20138696,45,Canyon Ave,45 Canyon Ave,M3H 3S4,North York,Toronto,,102005,7094705,45,,,,5112,309775.155,4846475.166999999,43.758218067,-79.438214584,"{u'type': u'Point', u'coordinates': (-79.4382145879, 43.758218066)}"
