_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LATITUDE,LONGITUDE,geometry
23981,975,10635876,ST MATTHEW CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,18 LAVENDER RD,English Separate,10635876,18,Lavender Rd,18 Lavender Rd,M6N 2B5,York,Toronto,St. Matthew Catholic School,102003,14072375,18,,,,731,307382.312,4837849.143,43.680585261000004,-79.46797218399999,"{u'type': u'Point', u'coordinates': (-79.4679721851, 43.6805852614)}"
23982,976,571309,ST MATTHIAS CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,101 VAN HORNE AVE,English Separate,571309,101,Van Horne Ave,101 Van Horne Ave,M2J 2S8,North York,Toronto,St. Matthias Catholic School,102003,437364,101,,,,6984,316112.045,4849446.1,43.7848988304,-79.3594588683,"{u'type': u'Point', u'coordinates': (-79.3594556324, 43.784890225)}"
23983,977,1011124,ST MAURICE CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,45 KINGSVIEW BLVD,English Separate,1011124,45,Kingsview Blvd,45 Kingsview Blvd,M9R 1T7,Etobicoke,Toronto,St. Maurice Catholic School,102003,30092086,45,,,,1929,300452.79,4839763.948,43.69781276,-79.553932867,"{u'type': u'Point', u'coordinates': (-79.5539328681, 43.6978127589)}"
23984,978,8351474,ST MICHAEL CATHOLIC ELEMENTARY SCHOOL - BLDG 1,,ES,Toronto Catholic District School Board,50 GEORGE ST S,English Separate,8351474,50,George St S,50 George St S,M5A 4B2,former Toronto,Toronto,St. Michael Catholic School,102003,8351473,50,,,,3493,315313.856,4834229.864,43.647937093,-79.369669747,"{u'type': u'Point', u'coordinates': (-79.3696697459, 43.6479370958)}"
23985,979,6168187,ST MICHAEL CATHOLIC ELEMENTARY SCHOOL - BLDG 2,,ES,Toronto Catholic District School Board,49 HENRY LANE TER,English Separate,6168187,49,Henry Lane Ter,49 Henry Lane Ter,M5A 4B5,former Toronto,Toronto,,115001,6168193,49,,,,3645,315314.022,4834110.112,43.646859158999995,-79.369670022,"{u'type': u'Point', u'coordinates': (-79.3696700188, 43.6468591647)}"
23986,980,2184376,ST MICHAEL FRENCH CATHOLIC ELEMENTARY SCHOOL,,FS,Conseil scolaire de district catholique Centre-Sud,29 MEADOWVALE RD,French Separate,2184376,29,Meadowvale Rd,29 Meadowvale Rd,M1C 1R7,Scarborough,Toronto,,100001,2184375,29,,,,8470,332410.191,4848667.456,43.7774618958,-79.157008155,"{u'type': u'Point', u'coordinates': (-79.157004989, 43.7774532794)}"
23987,981,773895,ST MICHAEL'S CHOIR SCHOOL - CHORAL BLDG,,ES,Toronto Catholic District School Board,66 BOND ST,English Separate,773895,66,Bond St,66 Bond St,M5B 1X2,former Toronto,Toronto,St. Michael Choir Jr,102003,1144656,66,,,,3029,314634.466,4835020.657,43.655064585,-79.378077081,"{u'type': u'Point', u'coordinates': (-79.378077078, 43.6550645831)}"
23988,982,773896,ST MICHAEL'S CHOIR SCHOOL - ELEMENTARY,,ES,Toronto Catholic District School Board,67 BOND ST,English Separate,773896,67,Bond St,67 Bond St,M5B 1X5,former Toronto,Toronto,St. Michael Choir Sr,102007,1144656,67,,,,3029,314665.847,4835063.047,43.655445736000004,-79.377687261,"{u'type': u'Point', u'coordinates': (-79.3776872581, 43.655445734)}"
23989,983,773893,ST MICHAEL'S CHOIR SCHOOL - GYMNASIUM BLDG,,ES,Toronto Catholic District School Board,56 BOND ST,English Separate,773893,56,Bond St,56 Bond St,M5B 1X2,former Toronto,Toronto,St Michaels Parish Hall,109001,1144656,56,,,,3029,314630.75399999996,4834991.575,43.654811440500005,-79.3781268605,"{u'type': u'Point', u'coordinates': (-79.3781236269, 43.6548028554)}"
23990,984,14205177,ST MICHAEL'S CHOIR SCHOOL - SECONDARY,,ES,Toronto Catholic District School Board,69 BOND ST,English Separate,14205177,69,Bond St,69 Bond St,M5B 1X4,former Toronto,Toronto,,115001,1144656,69,,,,3029,314662.432,4835073.088,43.655544746800004,-79.3777326471,"{u'type': u'Point', u'coordinates': (-79.3777294124, 43.6555361617)}"
23991,985,8837322,ST MICHAEL'S COLLEGE,,PR,,1515 BATHURST ST,Private,8837322,1515,Bathurst St,1515 Bathurst St,M5P 3H4,York,Toronto,,115001,8837318,1515,,,,436,311444.73,4838317.036,43.684780273,-79.4175844776,"{u'type': u'Point', u'coordinates': (-79.4175812302, 43.6847716857)}"
23992,986,7632822,ST MONICA CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,14 BROADWAY AVE,English Separate,7632822,14,Broadway Ave,14 Broadway Ave,M4P 1T4,former Toronto,Toronto,St. Monica Catholic School,102003,7632816,14,,,,45,313049.933,4841139.267,43.710159268000005,-79.397627701,"{u'type': u'Point', u'coordinates': (-79.3976277049, 43.7101592664)}"
23993,987,2133565,ST MOTHER TERESA CATHOLIC ACADEMY,,ES,Toronto Catholic District School Board,40 SEWELLS RD,English Separate,2133565,40,Sewell's Rd,40 Sewell's Rd,M1B 3G5,Scarborough,Toronto,St. Mother Teresa Catholic Academy,102004,2133566,40,,,,8919,327770.958,4852234.999,43.809723233,-79.21448349100001,"{u'type': u'Point', u'coordinates': (-79.2144834882, 43.8097232376)}"
23994,988,301461,ST NICHOLAS CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,33 AMARILLO DR,English Separate,301461,33,Amarillo Dr,33 Amarillo Dr,M1J 2P7,Scarborough,Toronto,St. Nicholas Catholic School,102003,110175,33,,,,7194,326311.999,4845343.165,43.747733288,-79.232893652,"{u'type': u'Point', u'coordinates': (-79.2328936497, 43.747733288)}"
23995,989,71978,ST NICHOLAS OF BARI CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,363 ROGERS RD,English Separate,71978,363,Rogers Rd,363 Rogers Rd,M6E 1R6,York,Toronto,St. Nicholas Of Bari Catholic School,102003,8745,363,,,,849,307985.203,4838098.157,43.6828329611,-79.4604964609,"{u'type': u'Point', u'coordinates': (-79.4604931992, 43.6828243739)}"
23996,990,1038674,ST NOEL CHABANEL CATHOLIC ELEMENTARY SCHOOL,,FS,Conseil scolaire de district catholique Centre-Sud,30 THISTLE DOWN BLVD,French Separate,1038674,30,Thistle Down Blvd,30 Thistle Down Blvd,M9V 1H8,Etobicoke,Toronto,,114001,907072,30,,,,2621,299905.592,4844092.935,43.736784243,-79.56076423479999,"{u'type': u'Point', u'coordinates': (-79.5607609383, 43.7367756505)}"
23997,991,539709,ST NORBERT CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,60 MANIZA RD,English Separate,539709,60,Maniza Rd,60 Maniza Rd,M3K 1R6,North York,Toronto,St. Norbert Catholic School,102003,443285,60,,,,6143,307657.859,4843851.717,43.734615032,-79.464522784,"{u'type': u'Point', u'coordinates': (-79.4645227877, 43.7346150368)}"
23998,992,2917611,ST OSCAR ROMERO CATHOLIC SECONCARY SCHOOL,,ES,Toronto Catholic District School Board,99 HUMBER BLVD,English Separate,2917611,99,Humber Blvd,99 Humber Blvd,M6N 2H4,York,Toronto,St. Oscar Romero Catholic Secondary School,102004,2884873,99,,,,9746,306330.53,4837818.129,43.680309003999994,-79.481017278,"{u'type': u'Point', u'coordinates': (-79.4810172796, 43.6803090053)}"
23999,993,564800,ST PASCHAL BAYLON CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,15 ST PASCHAL CRT,English Separate,564800,15,St Paschal Crt,15 St Paschal Crt,M2M 1X6,North York,Toronto,St. Paschal Baylon Catholic School,102003,436962,15,,,,6777,310296.36199999996,4850240.998,43.792111219,-79.431703266,"{u'type': u'Point', u'coordinates': (-79.4317032641, 43.7921112222)}"
24000,994,6355204,ST PATRICK CATHOLIC SECONDARY SCHOOL,,ES,Toronto Catholic District School Board,49 FELSTEAD AVE,English Separate,6355204,49,Felstead Ave,49 Felstead Ave,M4J 1G3,former Toronto,Toronto,St. Patrick Catholic Secondary School,102004,20053274,49,,,,3430,318696.657,4837611.676,43.678322298999994,-79.327649482,"{u'type': u'Point', u'coordinates': (-79.3276494866, 43.678322303)}"
24001,995,11070056,ST PAUL CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,80 SACKVILLE ST,English Separate,11070056,80,Sackville St,80 Sackville St,M5A 3E5,former Toronto,Toronto,St. Paul Catholic School,102003,14661318,80,,,,4353,315952.627,4835069.867,43.655488937,-79.361734192,"{u'type': u'Point', u'coordinates': (-79.3617341875, 43.6554889408)}"
24002,996,825426,ST PIUS X CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,71 JANE ST,English Separate,825426,71,Jane St,71 Jane St,M6S 3Y3,former Toronto,Toronto,St. Pius X Catholic School,102003,1145511,71,,,,694,306033.12,4834592.7930000005,43.651285804,-79.4847166048,"{u'type': u'Point', u'coordinates': (-79.4847133387, 43.6512772233)}"
24003,997,518696,ST RAPHAEL CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,3 GADE DR,English Separate,518696,3,Gade Dr,3 Gade Dr,M3M 2K2,North York,Toronto,St. Raphael Catholic School,102003,444040,3,,,,5656,305708.906,4843174.432,43.72852358,-79.488718066,"{u'type': u'Point', u'coordinates': (-79.4887180637, 43.7285235857)}"
24004,998,841367,ST RAYMOND CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,402 MELITA CRES,English Separate,841367,402,Melita Cres,402 Melita Cres,M6G 3X6,former Toronto,Toronto,St. Bruno / St. Raymond Catholic School,102003,1141684,402,,,,3974,310681.42699999997,4837035.204,43.673239948,-79.427062926,"{u'type': u'Point', u'coordinates': (-79.4270629278, 43.6732399544)}"
24005,999,375269,ST RENE GOUPIL CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,44 PORT ROYAL TRL,English Separate,375269,44,Port Royal Trl,44 Port Royal Trl,M1V 2G8,Scarborough,Toronto,St. Rene Goupil Catholic School,102003,103481,44,,,,8721,321829.13300000003,4853286.488,43.81935698229999,-79.2883063463,"{u'type': u'Point', u'coordinates': (-79.2883031244, 43.8193483615)}"
24006,1000,6408660,ST RICHARD CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,960 BELLAMY RD N,English Separate,6408660,960,Bellamy Rd N,960 Bellamy Rd N,M1H 1H1,Scarborough,Toronto,St. Richard Catholic School,102003,108383,960,,,,7313,325733.527,4847627.447,43.768310891000006,-79.23998722600001,"{u'type': u'Point', u'coordinates': (-79.2399872236, 43.7683108943)}"
24007,1001,11405331,ST RITA CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,178 EDWIN AVE,English Separate,11405331,178,Edwin Ave,178 Edwin Ave,M6P 3Z9,former Toronto,Toronto,St. Rita Catholic School,102003,30119676,178,,,,3375,308312.29,4836244.192,43.666134763,-79.45644833600001,"{u'type': u'Point', u'coordinates': (-79.4564483358, 43.6661347664)}"
24008,1002,485543,ST ROBERT CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,70 BAINBRIDGE AVE,English Separate,485543,70,Bainbridge Ave,70 Bainbridge Ave,M3H 2K2,North York,Toronto,St. Robert Catholic School,102003,441352,70,,,,4862,309298.24600000004,4845523.784,43.749657532,-79.44414518100001,"{u'type': u'Point', u'coordinates': (-79.4441451837, 43.7496575318)}"
24009,1003,10430603,ST ROCH CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,174 DUNCANWOODS DR,English Separate,10430603,174,Duncanwoods Dr,174 Duncanwoods Dr,M9L 2E3,North York,Toronto,St. Roch Catholic School,102003,10430565,174,,,,5456,299424.7,4845974.422,43.753707972,-79.566749722,"{u'type': u'Point', u'coordinates': (-79.5667497159, 43.7537079717)}"
24010,1004,354417,ST ROSE OF LIMA CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,3220 LAWRENCE AVE E,English Separate,354417,3220,Lawrence Ave E,3220 Lawrence Ave E,M1H 1A4,Scarborough,Toronto,St. Rose Of Lima Catholic School,102003,30061518,3220,,,,3828,325691.187,4846424.294,43.75748239399999,-79.24055992699999,"{u'type': u'Point', u'coordinates': (-79.2405599229, 43.7574823909)}"
24011,1005,9638114,ST SEBASTIAN CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,717 BROCK AVE,English Separate,9638114,717,Brock Ave,717 Brock Ave,M6H 3P1,former Toronto,Toronto,St. Sebastian Catholic School,102003,14012744,717,,,,3066,309644.99199999997,4835870.789,43.662774733999996,-79.4399297248,"{u'type': u'Point', u'coordinates': (-79.4399264681, 43.6627661509)}"
24012,1006,30016433,ST SIMON CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,24 STRATHBURN BLVD,English Separate,30016433,24,Strathburn Blvd,24 Strathburn Blvd,M9M 2K3,North York,Toronto,St. Simon Catholic School,102003,445303,24,,,,6808,302142.916,4842101.548,43.718862096,-79.53297616100001,"{u'type': u'Point', u'coordinates': (-79.5329761661, 43.7188620936)}"
24013,1007,1003707,ST STEPHEN CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,55 GOLFDOWN DR,English Separate,1003707,55,Golfdown Dr,55 Golfdown Dr,M9W 2H8,Etobicoke,Toronto,St. Stephen Catholic School,102003,907698,55,,,,1690,300411.005,4842451.348999999,43.72200251100001,-79.554473172,"{u'type': u'Point', u'coordinates': (-79.5544731695, 43.7220025167)}"
24014,1008,386354,ST SYLVESTER CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,260 SILVER SPRINGS BLVD,English Separate,386354,260,Silver Springs Blvd,260 Silver Springs Blvd,M1V 1S4,Scarborough,Toronto,St. Sylvester Catholic School,102003,104551,260,,,,8952,320711.234,4851729.461,43.8053669982,-79.302249616,"{u'type': u'Point', u'coordinates': (-79.3022463993, 43.8053583872)}"
24015,1009,352125,ST THERESA SHRINE CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,2665 KINGSTON RD,English Separate,352125,2665,Kingston Rd,2665 Kingston Rd,M1M 1M2,Scarborough,Toronto,St. Theresa Shrine,102003,112019,2665,,,,3786,325551.375,4841775.05,43.715646458900004,-79.2424787861,"{u'type': u'Point', u'coordinates': (-79.2424755892, 43.7156378599)}"
24016,1010,8571075,ST THOMAS AQUINAS CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,636 GLENHOLME AVE,English Separate,8571075,636,Glenholme Ave,636 Glenholme Ave,M6E 3G9,York,Toronto,St. Thomas Aquinas Catholic School,102003,8570974,636,,,,615,309173.413,4839550.323,43.695898291999995,-79.4457470416,"{u'type': u'Point', u'coordinates': (-79.4457437831, 43.6958897058)}"
24017,1011,9234029,ST THOMAS MORE CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,2300 ELLESMERE RD,English Separate,9234029,2300,Ellesmere Rd,2300 Ellesmere Rd,M1G 3M7,Scarborough,Toronto,St. Thomas More Catholic School,102003,9234028,2300,,,,7835,326923.141,4848751.2069999995,43.778391355,-79.225165018,"{u'type': u'Point', u'coordinates': (-79.225165018, 43.7783913599)}"
24018,1012,5145355,ST TIMOTHY CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,25 ROCHELLE CRES,English Separate,5145355,25,Rochelle Cres,25 Rochelle Cres,M2J 1Y3,North York,Toronto,St. Timothy Catholic School,102003,5145339,25,,,,6567,316791.528,4848341.696,43.774938653,-79.351038232,"{u'type': u'Point', u'coordinates': (-79.351038234, 43.7749386525)}"
24019,1013,356351,ST URSULA CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,215 LIVINGSTON RD,English Separate,356351,215,Livingston Rd,215 Livingston Rd,M1E 1L8,Scarborough,Toronto,St. Ursula Catholic School,102003,30059524,215,,,,8348,328987.684,4845581.069,43.749792209,-79.199660401,"{u'type': u'Point', u'coordinates': (-79.1996603997, 43.7497922145)}"
24020,1014,307269,ST VICTOR CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,20 BERNADINE ST,English Separate,307269,20,Bernadine St,20 Bernadine St,M1P 4M2,Scarborough,Toronto,St. Victor Catholic School,102003,108321,20,,,,7348,324194.091,4847705.7,43.769057151999995,-79.259105373,"{u'type': u'Point', u'coordinates': (-79.2591053695, 43.7690571563)}"
24021,1015,804845,ST VINCENT DE PAUL CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,116 FERMANAGH AVE,English Separate,804845,116,Fermanagh Ave,116 Fermanagh Ave,M6R 1M2,former Toronto,Toronto,St. Vincent De Paul Catholic School,102003,14017559,116,,,,3433,309001.173,4834099.855,43.6468378426,-79.4479262725,"{u'type': u'Point', u'coordinates': (-79.4479230169, 43.6468292694)}"
24022,1016,11574893,ST WILFRID CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,1685 FINCH AVE W,English Separate,11574893,1685,Finch Ave W,1685 Finch Ave W,M3J 2G8,North York,Toronto,Saint Wilfrid Catholic School,102003,30016929,1685,,,,1610,304591.12,4846676.386,43.760045944,-79.50259411399999,"{u'type': u'Point', u'coordinates': (-79.5025941161, 43.7600459464)}"
24023,1017,20200382,STANLEY PUBLIC SCHOOL,,EP,Toronto District School Board,75 STANLEY RD,English Public,20200382,75,Stanley Rd,75 Stanley Rd,M3N 1C2,North York,Toronto,Stanley Public School,102002,11271967,75,,,,6783,303364.119,4844652.945,43.7418397792,-79.5178303323,"{u'type': u'Point', u'coordinates': (-79.5178270423, 43.7418311838)}"
24024,1018,9467757,STEELESVIEW PUBLIC SCHOOL,,EP,Toronto District School Board,105 BESTVIEW DR,English Public,9467757,105,Bestview Dr,105 Bestview Dr,M2M 2Y1,North York,Toronto,Steelesview Public School,102001,9467747,105,,,,4945,314002.381,4851417.704,43.802674698699995,-79.3856361024,"{u'type': u'Point', u'coordinates': (-79.3856328581, 43.8026660883)}"
24025,1019,9780035,STELLA MARIS CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,31 ASCOT AVE,English Separate,9780035,31,Ascot Ave,31 Ascot Ave,M6E 1E6,former Toronto,Toronto,Stella Maris Catholic School,102003,14015702,31,,,,2904,309243.012,4837743.549,43.67962598,-79.44489523600001,"{u'type': u'Point', u'coordinates': (-79.4448952342, 43.6796259815)}"
24026,1020,9668671,STEPHEN LEACOCK COLLEGIATE INSTITUTE,,EP,Toronto District School Board,2450 BIRCHMOUNT RD,English Public,9668671,2450,Birchmount Rd,2450 Birchmount Rd,M1T 2M5,Scarborough,Toronto,Stephen Leacock Collegiate Institute - Building Grounds,102001,30000677,2450,,,,7365,320725.614,4849487.948,43.785182041999995,-79.302134267,"{u'type': u'Point', u'coordinates': (-79.3021342614, 43.7851820434)}"
24027,1021,7522835,STILECROFT PUBLIC SCHOOL,,EP,Toronto District School Board,50 STILECROFT DR,English Public,7522835,50,Stilecroft Dr,50 Stilecroft Dr,M3J 1A7,North York,Toronto,Stilecroft Public School,102001,30092975,50,,,,6797,305347.212,4845677.635,43.751055818999994,-79.493205095,"{u'type': u'Point', u'coordinates': (-79.4932050987, 43.7510558213)}"
24028,1022,853872,SUBWAY ACADEMY ONE,,EP,Toronto District School Board,16 PHIN AVE,English Public,853872,16,Phin Ave,16 Phin Ave,M4J 3T2,former Toronto,Toronto,Eastern High School Of Commerce,102002,1140397,16,,,,4186,317971.88899999997,4837701.078,43.6791488272,-79.3366392756,"{u'type': u'Point', u'coordinates': (-79.3366360566, 43.6791402347)}"
24029,1023,6350055,SUBWAY ACADEMY TWO,,EP,Toronto District School Board,64 BALDWIN ST,English Public,6350055,64,Baldwin St,64 Baldwin St,M5T 1L4,former Toronto,Toronto,Beverley Public School,115001,1144586,64,,,,2938,313212.468,4835096.558,43.6557738212,-79.3957083394,"{u'type': u'Point', u'coordinates': (-79.3957051034, 43.6557652369)}"
24030,1024,484181,SUMMIT HEIGHTS PUBLIC SCHOOL,,EP,Toronto District School Board,139 ARMOUR BLVD,English Public,484181,139,Armour Blvd,139 Armour Blvd,M3H 1M1,North York,Toronto,Summit Heights Public School,102001,442284,139,,,,4827,310435.23,4844598.576,43.741330373500006,-79.4300402004,"{u'type': u'Point', u'coordinates': (-79.4300369384, 43.7413217747)}"
24031,1025,7369607,SUMMIT MICRO SCHOOL,,PR,,291 JANE ST,Private,7369607,291,Jane St,291 Jane St,M6S 3Z3,former Toronto,Toronto,,112001,7369263,291,,,,694,305846.169,4835154.007,43.656329198,-79.487029835,"{u'type': u'Point', u'coordinates': (-79.4870298334, 43.6563291965)}"
24032,1026,2476346,SUNNY VIEW JUNIOR & SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,450 BLYTHWOOD RD,English Public,2476346,450,Blythwood Rd,450 Blythwood Rd,M4N 1A9,North York,Toronto,Sunny View Public School,102001,2476347,450,,,,3024,313877.725,4842216.2469999995,43.7198523579,-79.38734084560001,"{u'type': u'Point', u'coordinates': (-79.3873376053, 43.7198437626)}"
24033,1027,11272707,SUNNYBROOK,,PR,,469 MERTON ST,Private,11272707,469,Merton St,469 Merton St,M4S 1B4,former Toronto,Toronto,,115001,30118231,469,,,,3986,314262.84,4839875.051,43.698765263,-79.382599145,"{u'type': u'Point', u'coordinates': (-79.3825991459, 43.698765263)}"
24034,1028,6807238,SUNNYLEA JUNIOR SCHOOL,,EP,Toronto District School Board,35 GLENROY AVE,English Public,6807238,35,Glenroy Ave,35 Glenroy Ave,M8Y 2M2,Etobicoke,Toronto,Sunnylea Junior Public School,102001,6807239,35,,,,1682,304245.479,4833611.381,43.6424525603,-79.5068765214,"{u'type': u'Point', u'coordinates': (-79.5068732424, 43.6424439893)}"
24035,1029,553701,SUON ACADEMY,,PR,,5 QUEENSLEA AVE,Private,553701,5,Queenslea Ave,5 Queenslea Ave,M9N 3X9,North York,Toronto,,100001,446049,5,,,,827,303858.377,4841179.945,43.7105792486,-79.5116878269,"{u'type': u'Point', u'coordinates': (-79.5116845518, 43.7105706653)}"
24036,1030,526022,SUON INTERNATIONAL ACADEMY,,PR,,35 HEAVITREE DR,Private,526022,35,Heavitree Dr,35 Heavitree Dr,M3L 1K5,North York,Toronto,St. Gerard Majella Catholic School,102003,444316,35,,,,5817,303566.418,4842799.273,43.7251548128,-79.51531445100001,"{u'type': u'Point', u'coordinates': (-79.5153111671, 43.7251462206)}"
24037,1031,7635396,SWANSEA JUNIOR & SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,207 WINDERMERE AVE,English Public,7635396,207,Windermere Ave,207 Windermere Ave,M6S 3J9,former Toronto,Toronto,Swansea Public School,102001,7632578,207,,,,960,306652.11199999996,4833748.848999999,43.643679285,-79.477042751,"{u'type': u'Point', u'coordinates': (-79.477042753, 43.6436792915)}"
24038,1032,10736648,TADDLE CREEK MONTESSORI SCHOOL,,PR,,39 SPADINA RD,Private,10736648,39,Spadina Rd,39 Spadina Rd,M5R 2S9,former Toronto,Toronto,,115001,14239870,39,,,,4428,312520.12899999996,4836513.756,43.668537997899996,-79.4042714483,"{u'type': u'Point', u'coordinates': (-79.404268205, 43.6685294127)}"
24039,1033,783049,TAIE INTERNATIONAL INSTITUTE,,PR,,399 CHURCH ST,Private,783049,399,Church St,399 Church St,M5B 2J6,former Toronto,Toronto,,104008,1143593,399,,,,503,314564.312,4835767.146000001,43.6617934864,-79.378936548,"{u'type': u'Point', u'coordinates': (-79.3789333113, 43.6617849001)}"
24040,1034,6793434,TALENTA ACADEMY,,PR,,2020 ELLESMERE RD,Private,6793434,2020,Ellesmere Rd,2020 Ellesmere Rd,M1H 2Z8,Scarborough,Toronto,,113001,30098911,2020,,,,7835,326040.692,4848543.885,43.776551076000004,-79.236135745,"{u'type': u'Point', u'coordinates': (-79.2361357392, 43.7765510764)}"
24041,1035,351647,TAM O'SHANTER JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,21 KING HENRY'S BLVD,English Public,351647,21,King Henry's Blvd,21 King Henry's Blvd,M1T 2V3,Scarborough,Toronto,Tam O'Shanter Junior Public School,102001,106768,21,,,,8255,321085.628,4849476.552,43.7850802489,-79.2976649055,"{u'type': u'Point', u'coordinates': (-79.2976616871, 43.7850716359)}"
24042,1036,9910045,TAMARACK WEST OUTDOOR SCHOOL,,PR,,2264 BLOOR ST W,Private,9910045,2264,Bloor St W,2264 Bloor St W,M6S 1N9,former Toronto,Toronto,,115001,9910035,2264,,,,458,306564.02,4834564.458000001,43.6510296789,-79.47813526350001,"{u'type': u'Point', u'coordinates': (-79.4781320052, 43.6510211002)}"
24043,1037,395722,TAYLOR CREEK PUBLIC SCHOOL,,EP,Toronto District School Board,644 WARDEN AVE,English Public,395722,644,Warden Ave,644 Warden Ave,M1L 3Z3,Scarborough,Toronto,Warden Avenue Junior Public School,102001,20353596,644,,,,9187,322750.858,4840033.825,43.7000463556,-79.2772909426,"{u'type': u'Point', u'coordinates': (-79.2772877434, 43.7000377585)}"
24044,1038,2119588,TAYYIBAH ISLAMIC ACADEMY INC.,,PR,,100 MCLEVIN AVE,Private,2119588,100,McLevin Ave,100 McLevin Ave,M1B 5K1,Scarborough,Toronto,,113001,2119589,100,,,,8463,325996.488,4851321.518,43.8015625647,-79.2365782829,"{u'type': u'Point', u'coordinates': (-79.2365750799, 43.8015539474)}"
24045,1039,383206,TECUMSEH SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,720 SCARBOROUGH GOLF CLUB RD,English Public,383206,720,Scarborough Golf Club Rd,720 Scarborough Golf Club Rd,M1G 1H7,Scarborough,Toronto,Tecumseh Senior Public School,102001,108906,720,,,,8891,327608.25,4847033.239,43.762915648500005,-79.2167302237,"{u'type': u'Point', u'coordinates': (-79.2167270408, 43.7629070425)}"
24046,1040,373500,TERRAVIEW LEARNING CENTRE,,EP,Toronto District School Board,1641 PHARMACY AVE,English Public,373500,1641,Pharmacy Ave,1641 Pharmacy Ave,M1R 2L2,Scarborough,Toronto,,102001,108595,1641,,,,8691,319855.32,4847507.863,43.7673858879,-79.313005827,"{u'type': u'Point', u'coordinates': (-79.3130026079, 43.76737728)}"
24047,1041,370058,TERRAVIEW WILLOWFIELD PUBLIC SCHOOL,,EP,Toronto District School Board,95 PACHINO BLVD,English Public,370058,95,Pachino Blvd,95 Pachino Blvd,M1R 4K1,Scarborough,Toronto,Terraview-Willowfield Public School,102001,108875,95,,,,8636,320212.895,4847109.356000001,43.763782914,-79.308572744,"{u'type': u'Point', u'coordinates': (-79.3085727444, 43.7637829145)}"
24048,1042,399160,TERRY FOX PUBLIC SCHOOL,,EP,Toronto District School Board,185 WINTERMUTE BLVD,English Public,399160,185,Wintermute Blvd,185 Wintermute Blvd,M1W 3M9,Scarborough,Toronto,Terry Fox Public School,102001,20050681,185,,,,9249,319385.916,4852897.507,43.8159079663,-79.3186895279,"{u'type': u'Point', u'coordinates': (-79.318686295, 43.8158993563)}"
24049,1043,783098,THE ABELARD CENTRE FOR EDUCATION,,PR,,557 CHURCH ST,Private,783098,557,Church St,557 Church St,M4Y 2E2,former Toronto,Toronto,,104008,1142636,557,,,,503,314376.477,4836371.0030000005,43.667222851999995,-79.381251538,"{u'type': u'Point', u'coordinates': (-79.3812515391, 43.6672228528)}"
